iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model,outcome,Coefficient
factor(state)33,Conditional,0.006304492279032975,1.7600946154338304,7.031974358483813,8868,1.7670295569407666,0.003924632431696638,6263.1838387873895,584311.6329506177,8699.718544533116,4.42659542256437,9.637353294403256,1.329296639934355,NA,4.42659542256437,9.637353294403256,SW2,Glucose,"7.03 (4.43, 9.64)"
factor(state)34,Conditional,0.0011809078053457696,24.109068656496977,4.013515259465707,8868,24.110367655082857,5.3877178667016165e-5,31035152.99714009,3100507731.751612,8865.026754656352,-5.610360496751684,13.637391015683097,4.910230916676206,NA,-5.610360496751684,13.637391015683097,SW2,Glucose,"4.01 (-5.61, 13.64)"
factor(state)35,Conditional,1.893057208411888e-4,13.325318818003872,7.286497972047599,8868,13.325527054296797,1.5626871048088278e-5,368655403.6063562,36855172873.024666,8865.026754656352,0.1318167459908519,14.441179198104344,3.6504146414204506,NA,0.1318167459908519,14.441179198104344,SW2,Glucose,"7.29 (0.13, 14.44)"
factor(state)36,Conditional,3.0558454701629426e-4,1.5040967354938881,2.40246269798266,8868,1.504432878495606,2.234350275926288e-4,1810026.355872235,180276863.59935603,8863.583888358293,-0.0015375160026911416,4.806462911968011,1.2265532513900919,NA,-0.0015375160026911416,4.806462911968011,SW2,Glucose,"2.40 (-0.00, 4.81)"
factor(state)37,Conditional,4.511622945114834e-5,4.427131459096486,-3.2627692028290527,8868,4.427181086948883,1.1209808548957643e-5,716363986.627687,71621946304.26115,8865.026754656352,-7.386703469745149,0.861165064087043,2.1040867584177425,NA,-7.386703469745149,0.861165064087043,SW2,Glucose,"-3.26 (-7.39, 0.86)"
factor(state)4,Conditional,0.0025671585072681493,122.83214106150714,19.13170634364858,8868,122.83496493586514,2.2989173802991452e-5,170363077.5458163,17029260230.364525,8865.026754656352,-2.5907580563592774,40.85417074365644,11.083093653663003,NA,-2.5907580563592774,40.85417074365644,SW2,Glucose,"19.13 (-2.59, 40.85)"
factor(state)5,Conditional,9.169028415167362e-5,6.065732007501136,1.2794372008193506,8868,6.065832866813703,1.6627446680676678e-5,325627709.04868346,32553027248.82059,8865.026754656352,-3.5477407711235327,6.106615172762233,2.462891160163945,NA,-3.5477407711235327,6.106615172762233,SW2,Glucose,"1.28 (-3.55, 6.11)"
factor(state)6,Conditional,0.007835436648146236,1.8372432128587817,1.6803517961948535,8868,1.8458621931717425,0.004669351994338688,4482.134296504559,412790.1079980261,8639.898956155066,-0.982512298459814,4.343215890849521,1.3586251113429866,NA,-0.982512298459814,4.343215890849521,SW2,Glucose,"1.68 (-0.98, 4.34)"
factor(state)7,Conditional,0.0022276180042227972,2.3701344444248935,-5.523232420306784,8868,2.3725848242295386,0.001032789125017185,85951.90929284328,8437605.126597423,8847.556802389881,-8.54220401933207,-2.5042608212814983,1.5403197149389274,NA,-8.54220401933207,-2.5042608212814983,SW2,Glucose,"-5.52 (-8.54, -2.50)"
factor(state)8,Conditional,2.459042932721128e-4,0.9481298763634318,-1.8367727805559615,8868,0.9484003710860311,2.852115318023078e-4,1112077.55324063,110639026.8502118,8862.761980482184,-3.745500380495356,0.07195481938343273,0.9738584964387953,NA,-3.745500380495356,0.07195481938343273,SW2,Glucose,"-1.84 (-3.75, 0.07)"
factor(state)9,Conditional,0.007144882893456665,0.931855777954768,1.1182627965539838,8868,0.9397151491375704,0.008363567608775192,1487.6341075464384,128664.68630475391,8229.514332453948,-0.7817227209346573,3.0182483140426246,0.9693890597368893,NA,-0.7817227209346573,3.0182483140426246,SW2,Glucose,"1.12 (-0.78, 3.02)"
h_glucose,Conditional,8.389812325346815e-7,5.542755550570628e-5,0.06904152503591275,8868,5.635043486149443e-5,0.016377501931556075,441.7484176435131,33554.22333090392,6921.808372812487,0.054328147017908994,0.0837549030539165,0.007506692671309678,NA,0.054328147017908994,0.0837549030539165,SW2,Glucose,"0.07 (0.05, 0.08)"
hh_children,Conditional,3.375484503926487e-5,0.02768020612488494,-0.45226199315020604,8868,0.027717336454428133,0.0013396066972105973,51368.55772365182,5015195.755569486,8838.519676185022,-0.7785671540077572,-0.12595683229265497,0.16648524395401573,NA,-0.7785671540077572,-0.12595683229265497,SW2,Glucose,"-0.45 (-0.78, -0.13)"
hh_high,Conditional,0.0012817127058355267,0.4739972030598588,0.9132523013190252,8868,0.4754070870362779,0.0029656351679744576,10786.643695396902,1023309.6348069014,8764.00084141348,-0.43813996893242946,2.2646445715704795,0.6894977063314118,NA,-0.43813996893242946,2.2646445715704795,SW2,Glucose,"0.91 (-0.44, 2.26)"
hh_highest,Conditional,0.0013359085620031088,0.6992086272868605,0.4730666909748924,8868,0.7006781267050639,0.002097253164036581,21241.38558669236,2046165.6651908725,8809.31586751256,-1.1675518980478568,2.1136852799976413,0.837065186652189,NA,-1.1675518980478568,2.1136852799976413,SW2,Glucose,"0.47 (-1.17, 2.11)"
hh_low,Conditional,1.8678567735795002e-4,0.31615617306916133,0.1930404603534052,8868,0.3163616373142551,6.494600509658158e-4,215873.7664779043,21337209.67272316,8856.56488855034,-0.9093616169605275,1.2954425376673377,0.5624603428813938,NA,-0.9093616169605275,1.2954425376673377,SW2,Glucose,"0.19 (-0.91, 1.30)"
hh_medium,Conditional,5.118200123793095e-4,0.33442640064182866,-0.2111443957476284,8868,0.3349894026554459,0.001680656191373067,32834.058826675144,3186285.9605791303,8826.580850606906,-1.3455380546387543,0.9232492631434974,0.5787826903557551,NA,-1.3455380546387543,0.9232492631434974,SW2,Glucose,"-0.21 (-1.35, 0.92)"
nmembers,Conditional,4.085899305939271e-5,0.003523599970206651,0.015584775216615318,8868,0.003568544862571983,0.012594739339479265,703.28222231427,56736.709111191354,7584.123904878857,-0.10150067666140045,0.13267022709463105,0.059737298755233176,NA,-0.10150067666140045,0.13267022709463105,SW2,Glucose,"0.02 (-0.10, 0.13)"
rural,Conditional,0.0013105981301300717,0.3034563383166026,-0.10469405749079126,8868,0.30489799625974573,0.004728328689687143,4375.474002356937,402556.8227033755,8634.803690023413,-1.1869417834629488,0.9775536684813662,0.5521756932895052,NA,-1.1869417834629488,0.9775536684813662,SW2,Glucose,"-0.10 (-1.19, 0.98)"
w_age,Conditional,2.6675190807995488e-6,8.470603549492219e-4,0.5680900596061078,8868,8.499946259381013e-4,0.0034521053420085795,8028.785312815497,755221.6470050685,8733.22367372921,0.5109478701183002,0.6252322490939153,0.029154667309679617,NA,0.5109478701183002,0.6252322490939153,SW2,Glucose,"0.57 (0.51, 0.63)"
w_alcohol,Conditional,7.016496672030002e-4,1.1383034042814555,-0.08956376883213445,8868,1.1390752189153788,6.77580041341096e-4,198427.59151035937,19602944.00605539,8855.99058630952,-2.181383810681959,2.0022562730176903,1.0672746689186334,NA,-2.181383810681959,2.0022562730176903,SW2,Glucose,"-0.09 (-2.18, 2.00)"
w_bmi,Conditional,1.3185850615742163e-5,0.0025188112140522435,0.7282701222773347,8868,0.00253331564972956,0.0057254751017169056,3035.723311719717,274548.7360297413,8541.0032143855,0.6296206744646079,0.8269195700900615,0.0503320538993747,NA,0.6296206744646079,0.8269195700900615,SW2,Glucose,"0.73 (0.63, 0.83)"
w_education_2,Conditional,0.0010415410822996298,0.4183804514032491,-0.3075665208670675,8868,0.4195261465937787,0.00273092678449659,12668.1365900964,1206764.1378885056,8777.47695909461,-1.5770528930471703,0.9619198513130354,0.6477083808271888,NA,-1.5770528930471703,0.9619198513130354,SW2,Glucose,"-0.31 (-1.58, 0.96)"
w_education_3,Conditional,9.461005890468164e-4,0.32916084614348257,-0.4117277375064079,8868,0.33020155679143404,0.003151743614003748,9581.552986876972,906026.1786778693,8752.677152875212,-1.5379866207220418,0.714531145709226,0.5746316705433439,NA,-1.5379866207220418,0.714531145709226,SW2,Glucose,"-0.41 (-1.54, 0.71)"
w_education_4,Conditional,0.009556949018189674,0.6343214062252911,-1.647860037264676,8868,0.6448340501452997,0.016302867253427205,445.2805201461803,33862.14965985314,6935.2356732369735,-3.2217979463932553,-0.07392212813609644,0.803015597697392,NA,-3.2217979463932553,-0.07392212813609644,SW2,Glucose,"-1.65 (-3.22, -0.07)"
w_tobacco_any,Conditional,7.160606512128748e-5,0.9115221606347421,-1.3288947762558323,8868,0.9116009273063755,8.64047734858698e-5,12073751.332733406,1205499507.85889,8865.026754656352,-3.200225166696291,0.5424356141846265,0.9547779465961578,NA,-3.200225166696291,0.5424356141846265,SW2,Glucose,"-1.33 (-3.20, 0.54)"
(Intercept),Conditional,0.09624627889134557,8.47804311578881,46.01355495975207,8868,8.583914022569289,0.012333640167191639,730.2813987842775,59164.33151658403,7627.707428035087,40.27107279150942,51.75603712799472,2.9298317396344262,NA,40.27107279150942,51.75603712799472,SH2,Glucose,"46.01 (40.27, 51.76)"
factor(state)10,Conditional,0.0072852574907174734,2.027505844504339,13.11009225360786,8868,2.035519627744128,0.003936971734667342,6225.32037784646,580654.6600674537,8698.796700380404,10.313773704611895,15.906410802603824,1.426716379573785,NA,10.313773704611895,15.906410802603824,SH2,Glucose,"13.11 (10.31, 15.91)"
factor(state)11,Conditional,0.210393477421725,7.295272808804791,4.4920473985386975,8868,7.526705633968689,0.0307482232491491,155.16841088978654,9519.243983795252,4516.326044199713,-0.885766637116661,9.869861434194057,2.743484214273647,NA,-0.885766637116661,9.869861434194057,SH2,Glucose,"4.49 (-0.89, 9.87)"
factor(state)12,Conditional,0.08722558725172927,2.3352403789657727,7.1692176733352175,8868,2.431188524942675,0.039465530950202464,106.12234649823239,5778.386796530414,3442.5382842900094,4.112548845915386,10.225886500755049,1.559226899762403,NA,4.112548845915386,10.225886500755049,SH2,Glucose,"7.17 (4.11, 10.23)"
factor(state)13,Conditional,0.0028361878002506765,9.643316811266896,5.961629581389908,8868,9.646436617847172,3.234154438441749e-4,865457.1366760937,86044080.94429162,8862.220405045224,-0.1257664198921935,12.049025582672009,3.1058713137937914,NA,-0.1257664198921935,12.049025582672009,SH2,Glucose,"5.96 (-0.13, 12.05)"
factor(state)14,Conditional,0.0026681586954845397,6.503798760088188,6.4577915027970745,8868,6.506733734653221,4.5106726119774354e-4,445942.5225374611,44234375.04252406,8860.226438563866,1.458256417735261,11.457326587858887,2.5508300089683007,NA,1.458256417735261,11.457326587858887,SH2,Glucose,"6.46 (1.46, 11.46)"
factor(state)15,Conditional,0.019862781943451185,3.208236874575045,10.286085924430969,8868,3.2300859347128412,0.006764234939693242,2213.7884792138348,196700.35452792267,8428.687177119662,6.7635307706782335,13.808641078183705,1.7972439830787696,NA,6.7635307706782335,13.808641078183705,SH2,Glucose,"10.29 (6.76, 13.81)"
factor(state)16,Conditional,0.03714608272914767,9.900911324929622,19.13188572488677,8868,9.941772015931685,0.004110000806353556,5729.382775851649,532793.2269241605,8685.621460939412,12.951992414827615,25.31177903494593,3.15305756622547,NA,12.951992414827615,25.31177903494593,SH2,Glucose,"19.13 (12.95, 25.31)"
factor(state)17,Conditional,0.07654272792730428,7.196007722772046,15.459716402646087,8868,7.28020472349208,0.011565196847877667,820.2436257865418,67287.81889990314,7753.641151746225,10.171274968928094,20.74815783636408,2.6981854501668487,NA,10.171274968928094,20.74815783636408,SH2,Glucose,"15.46 (10.17, 20.75)"
factor(state)18,Conditional,0.005179055679981554,1.4264155181328688,14.470720262301187,8868,1.4321124793808486,0.003978012432684548,6101.882234213743,568735.3687976532,8695.713613506021,12.125208690802364,16.81623183380001,1.1967090203474062,NA,12.125208690802364,16.81623183380001,SH2,Glucose,"14.47 (12.13, 16.82)"
factor(state)19,Conditional,0.006928150464652766,2.0196928517453387,17.899632920757558,8868,2.0273138172564567,0.0037591444631060716,6807.139820445759,636890.0700001089,8711.852293042182,15.108956990773851,20.690308850741264,1.423837707485111,NA,15.108956990773851,20.690308850741264,SH2,Glucose,"17.90 (15.11, 20.69)"
factor(state)2,Conditional,0.0027549832650320427,2.526032197097093,3.6721347766176944,8868,2.5290626786886286,0.0011982627465392099,64040.6048809672,6268135.76373002,8842.883997630239,0.5551981575725295,6.789071395662859,1.5903027003336907,NA,0.5551981575725295,6.789071395662859,SH2,Glucose,"3.67 (0.56, 6.79)"
factor(state)20,Conditional,0.012554672638622524,2.1007054846417867,9.955935240717709,8868,2.1145156245442713,0.006531112724911263,2365.263991520458,210993.05005819342,8455.128821839802,7.105861927345163,12.806008554090255,1.4541374159770015,NA,7.105861927345163,12.806008554090255,SH2,Glucose,"9.96 (7.11, 12.81)"
factor(state)21,Conditional,0.02534907712562244,2.5140538880106407,10.131786179430947,8868,2.5419378728488256,0.010969577634458183,902.9041677172766,74793.30031379609,7848.579281470275,7.006875666664884,13.256696692197007,1.5943455939189677,NA,7.006875666664884,13.256696692197007,SH2,Glucose,"10.13 (7.01, 13.26)"
factor(state)22,Conditional,0.007470751436191151,1.6668161327482225,6.739522687248453,8868,1.6750339593280328,0.004906065655592429,4076.6685440762108,373917.5054411664,8619.136807108136,4.202868269429712,9.276177105067193,1.2942310301209876,NA,4.202868269429712,9.276177105067193,SH2,Glucose,"6.74 (4.20, 9.28)"
factor(state)23,Conditional,0.006076591477168832,1.2800710970750078,6.761718105686611,8868,1.2867553476998934,0.005194655407365492,3654.403827418625,333525.4835250828,8592.714052951365,4.538420204564496,8.985016006808724,1.134352391322861,NA,4.538420204564496,8.985016006808724,SH2,Glucose,"6.76 (4.54, 8.99)"
factor(state)24,Conditional,0.004596938197510766,1.2651127564787439,8.853015920824685,8868,1.2701693884960057,0.003981069031469376,6092.839604159065,567862.3728924473,8695.482947530449,6.6440966825621155,11.061935159087255,1.1270179184449578,NA,6.6440966825621155,11.061935159087255,SH2,Glucose,"8.85 (6.64, 11.06)"
factor(state)25,Conditional,0.005177403155152416,25.58678031454387,18.95465063199187,8868,25.592475458014537,2.225319500651965e-4,1824717.4340896644,181743029.05696392,8863.595409901054,9.039387554238354,28.869913709745386,5.058900617526948,NA,9.039387554238354,28.869913709745386,SH2,Glucose,"18.95 (9.04, 28.87)"
factor(state)27,Conditional,0.0034351855354839652,1.9762952333107144,6.901812642138666,8868,1.980073937399747,0.0019083651461998406,25568.847732159385,2471266.3586704074,8817.507484025607,4.143846010128813,9.65977927414852,1.4071510002127514,NA,4.143846010128813,9.65977927414852,SH2,Glucose,"6.90 (4.14, 9.66)"
factor(state)28,Conditional,0.048069467173610575,4.1779980861944654,12.133152886529613,8868,4.230874500085437,0.012497750498130792,713.1206971014262,57620.73700681098,7600.3575979715115,8.101600705388023,16.164705067671203,2.0569089673793144,NA,8.101600705388023,16.164705067671203,SH2,Glucose,"12.13 (8.10, 16.16)"
factor(state)29,Conditional,0.00278593455532336,1.8778297353231914,8.927836319964756,8868,1.880894263334047,0.0016292930818043736,34905.05096343811,3390346.471429063,8828.505798833145,6.239829062227712,11.6158435777018,1.3714569855938052,NA,6.239829062227712,11.6158435777018,SH2,Glucose,"8.93 (6.24, 11.62)"
factor(state)3,Conditional,0.015586829652381612,2.8213051594681637,5.7418407204771595,8868,2.8384506720857834,0.006040447623851327,2742.1134891621427,246663.14443204214,8508.467098474399,2.4397355766373465,9.043945864316973,1.6847702134373648,NA,2.4397355766373465,9.043945864316973,SH2,Glucose,"5.74 (2.44, 9.04)"
factor(state)30,Conditional,0.005349120363051407,19.790806235018103,21.46263271755552,8868,19.79669026741746,2.9722303677402225e-4,1024231.0910079601,101877334.86554676,8862.594447748805,12.742072399816903,30.18319303529413,4.449347173172426,NA,12.742072399816903,30.18319303529413,SH2,Glucose,"21.46 (12.74, 30.18)"
factor(state)31,Conditional,0.004927301068209044,15.984404572797581,4.517259371631772,8868,15.989824603972611,3.389675189860033e-4,788083.2870710617,78329677.80920686,8861.992656505452,-3.3201033649372373,12.354622108200779,3.9987278732082547,NA,-3.3201033649372373,12.354622108200779,SH2,Glucose,"4.52 (-3.32, 12.35)"
factor(state)32,Conditional,0.04038793444270174,4.845112446868476,11.15542770506953,8868,4.8895391747554475,0.009086076683125038,1275.7434472756045,109015.86720390366,8130.238429840115,6.821447954298835,15.489407455840222,2.211230240105143,NA,6.821447954298835,15.489407455840222,SH2,Glucose,"11.16 (6.82, 15.49)"
factor(state)33,Conditional,0.015558313851753571,3.6684699719661746,15.495516295168695,8868,3.6855841172031036,0.004643536734664578,4530.087945532836,417392.59342689853,8642.112963539568,11.732790989183785,19.258241601153607,1.9197875187642781,NA,11.732790989183785,19.258241601153607,SH2,Glucose,"15.50 (11.73, 19.26)"
factor(state)34,Conditional,0.016378688708759585,19.641632760814307,11.115696240576622,8868,19.659649318393942,9.164231410159951e-4,108939.40231107881,10716436.995768953,8850.560068714682,2.4253711404748586,19.806021340678384,4.433920310334179,NA,2.4253711404748586,19.806021340678384,SH2,Glucose,"11.12 (2.43, 19.81)"
factor(state)35,Conditional,0.0033829700754521917,13.741495778059377,9.274110205504098,8868,13.745217045142375,2.707317804277616e-4,1233893.98823606,122790291.60681874,8862.96059661701,2.007633321802632,16.54058708920556,3.707454253951406,NA,2.007633321802632,16.54058708920556,SH2,Glucose,"9.27 (2.01, 16.54)"
factor(state)36,Conditional,0.008397040439957561,3.0787435343923324,11.432659447270126,8868,3.0879802788762856,0.0029911928347270936,10607.853962224883,1005897.4004803164,8762.479102839654,7.9884791924558005,14.876839702084451,1.7572649996162462,NA,7.9884791924558005,14.876839702084451,SH2,Glucose,"11.43 (7.99, 14.88)"
factor(state)37,Conditional,0.0024053941365945524,5.355822095646543,0.7001810595625002,8868,5.358468029196797,4.937854505871928e-4,372406.6678741912,36911860.07713553,8859.495828849153,-3.836815262467514,5.237177381592514,2.314836501612327,NA,-3.836815262467514,5.237177381592514,SH2,Glucose,"0.70 (-3.84, 5.24)"
factor(state)4,Conditional,0.009194104104376368,21.90193220107706,1.599993425514111,8868,21.912045715591873,4.6155044791721886e-4,425995.25463903835,42247805.57930815,8860.050083811699,-7.574657854870187,10.774644705898407,4.68103041173542,NA,-7.574657854870187,10.774644705898407,SH2,Glucose,"1.60 (-7.57, 10.77)"
factor(state)5,Conditional,0.0030574499130337643,8.110377890119853,7.912030227106288,8868,8.11374108502419,4.1450606681851175e-4,527733.9283373579,52381837.22595315,8860.826528673315,2.3291453366313224,13.494915117581254,2.848462933763434,NA,2.3291453366313224,13.494915117581254,SH2,Glucose,"7.91 (2.33, 13.49)"
factor(state)6,Conditional,0.008977923459582607,1.9655804092196612,7.274154254359461,8868,1.975456125025202,0.004999207869228114,3932.4822776436595,360114.0939436327,8610.741258412874,4.5193975739401235,10.028910934778796,1.4055092048881082,NA,4.5193975739401235,10.028910934778796,SH2,Glucose,"7.27 (4.52, 10.03)"
factor(state)7,Conditional,0.13403272763900206,5.3275182775737004,5.529730288226888,8868,5.474954277976603,0.026929174732284834,191.5548443454868,12410.704091834292,5089.383762298778,0.9432376970636644,10.116222879390111,2.3398620211406915,NA,0.9432376970636644,10.116222879390111,SH2,Glucose,"5.53 (0.94, 10.12)"
factor(state)8,Conditional,0.004124649413258683,1.0618246876404465,3.6177387723526597,8868,1.066361801995031,0.004254760763275815,5359.594617715282,497155.46554652916,8674.244375890614,1.5937810414822593,5.64169650322306,1.032647956466787,NA,1.5937810414822593,5.64169650322306,SH2,Glucose,"3.62 (1.59, 5.64)"
factor(state)9,Conditional,0.0024848015646970214,1.0302842843017483,6.297914756906515,8868,1.033017566022915,0.002645919886618939,13475.058048891933,1285550.4613331112,8782.134832997073,4.30585504059364,8.28997447321939,1.016374717327677,NA,4.30585504059364,8.28997447321939,SH2,Glucose,"6.30 (4.31, 8.29)"
h_age,Conditional,5.059866242327049e-6,0.0011764666507574043,0.7090475008411584,8868,0.001182032503623964,0.004708713888573745,4410.509195897108,405917.62070183136,8636.504040475556,0.6416623669717688,0.776432634710548,0.03438069958019999,NA,0.6416623669717688,0.776432634710548,SH2,Glucose,"0.71 (0.64, 0.78)"
h_alcohol,Conditional,0.0027310985079393607,0.4239510597710927,-0.438902636578041,8868,0.426955268129826,0.007036353882907929,2055.327327865846,181780.4450589,8396.952440831736,-1.7195871887892829,0.8417819156332005,0.6534181418738126,NA,-1.7195871887892829,0.8417819156332005,SH2,Glucose,"-0.44 (-1.72, 0.84)"
h_bmi,Conditional,1.085786399754945e-4,0.006176729448671291,0.9839024864384167,8868,0.006296165952644334,0.018969719805889438,342.7932809857582,25010.402276914247,6453.49626957191,0.8283749860260589,1.1394299868507747,0.07934838342804681,NA,0.8283749860260589,1.1394299868507747,SH2,Glucose,"0.98 (0.83, 1.14)"
h_education_2,Conditional,0.002105905926874856,0.7952018008913889,0.2721274495745158,8868,0.7975182974109513,0.0029046311878769097,11232.467587512076,1066744.757112947,8767.590090470305,-1.4781984202197125,2.0224533193687435,0.8930387994991882,NA,-1.4781984202197125,2.0224533193687435,SH2,Glucose,"0.27 (-1.48, 2.02)"
h_education_3,Conditional,0.0016243662833955817,0.5272601708919689,1.7570681279906535,8868,0.529046973803704,0.003377399361891275,8376.961212867864,789001.2213023428,8738.197226482862,0.3314740765800075,3.1826621794012993,0.7273561533414727,NA,0.3314740765800075,3.1826621794012993,SH2,Glucose,"1.76 (0.33, 3.18)"
h_education_4,Conditional,0.0028188684249102268,1.2242327225503609,1.2249172760008102,8868,1.227333477817762,0.002526416270266245,14748.955321943657,1410044.082578045,8788.481328609209,-0.9464323293084069,3.396266881310027,1.1078508373503004,NA,-0.9464323293084069,3.396266881310027,SH2,Glucose,"1.22 (-0.95, 3.40)"
h_tobacco_any,Conditional,0.003995527339521079,0.35335286259782916,-0.05219142920790279,8868,0.35774794267130233,0.01228540977945294,735.4515451059077,59629.78116951254,7635.71631833421,-1.2245095522610432,1.1201266938452374,0.5981203412953804,NA,-1.2245095522610432,1.1201266938452374,SH2,Glucose,"-0.05 (-1.22, 1.12)"
hh_children,Conditional,3.1251329364921556e-4,0.04865242442410661,-0.10116404043797392,8868,0.04899618904712075,0.007016150229225602,2066.474450245171,182828.85960982725,8399.340330250903,-0.5350065633520493,0.33267848247610143,0.22135082797929795,NA,-0.5350065633520493,0.33267848247610143,SH2,Glucose,"-0.10 (-0.54, 0.33)"
hh_high,Conditional,0.0019620188872396674,0.8119852765006617,2.2163650075968073,8868,0.8141434972766253,0.002650909554867237,13425.556676301914,1280715.5672146531,8781.86471696179,0.4478897800809898,3.9848402351126246,0.9022990065807593,NA,0.4478897800809898,3.9848402351126246,SH2,Glucose,"2.22 (0.45, 3.98)"
hh_highest,Conditional,0.0036359070112853636,1.3752278528808197,2.8558399795646823,8868,1.3792273505932335,0.002899810325464932,11268.893014284533,1070294.5785646562,8767.87114422631,0.5540456675205867,5.157634291608778,1.1744051049758057,NA,0.5540456675205867,5.157634291608778,SH2,Glucose,"2.86 (0.55, 5.16)"
hh_low,Conditional,0.001217962993400835,0.5682100469629969,0.024620329664679634,8868,0.5695498062557378,0.0023523127881450697,16960.91035506603,1626493.6431667607,8797.303856586235,-1.4545366543466576,1.5037773136760166,0.7546852365428502,NA,-1.4545366543466576,1.5037773136760166,SH2,Glucose,"0.02 (-1.45, 1.50)"
hh_medium,Conditional,0.001886615595462318,0.6940939650476257,1.2553099442931832,8868,0.6961692422026342,0.0029809951793367197,10678.645675682967,1012791.2998811395,8763.087559731075,-0.3800223975182333,2.8906422861045997,0.8343675702007085,NA,-0.3800223975182333,2.8906422861045997,SH2,Glucose,"1.26 (-0.38, 2.89)"
nmembers,Conditional,1.5579138271183746e-5,0.007896062555077982,0.055412987005122274,8868,0.007913199607176284,0.0021656286899121003,19945.32044359138,1918997.9770109688,8806.202609456239,-0.11893800604319206,0.22976398005343657,0.08895616677429555,NA,-0.11893800604319206,0.22976398005343657,SH2,Glucose,"0.06 (-0.12, 0.23)"
rural,Conditional,0.0010494083668590457,0.600381802751993,-2.022959927903171,8868,0.601536151955538,0.0019190022075851446,25290.93617860174,2443945.746761604,8817.062170235891,-3.5430844773144194,-0.5028353784919228,0.7755876172010084,NA,-3.5430844773144194,-0.5028353784919228,SH2,Glucose,"-2.02 (-3.54, -0.50)"
w_glucose,Conditional,4.314396080366992e-6,1.807676826302565e-4,0.12606328942447043,8868,1.8551351831866018e-4,0.025582155583140184,208.13614255368753,13752.075174621177,5305.943331734527,0.09936557413574951,0.15276100471319135,0.013620334735925553,NA,0.09936557413574951,0.15276100471319135,SH2,Glucose,"0.13 (0.10, 0.15)"
(Intercept),Conditional,6.034438434409923e-4,1.1861693062209775,84.4972087327518,8868,1.1868330944487626,5.592936621752996e-4,290618.9390522506,28771513.848980423,8858.31379761754,82.36198723535306,86.63243023015055,1.0894186956578094,NA,82.36198723535306,86.63243023015055,SW2,SBP,"84.50 (82.36, 86.63)"
factor(state)10,Conditional,1.1551737179490135e-5,0.26870942589276886,-7.607891364018968,8868,0.2687221328036663,4.728643214038149e-5,40284593.846683875,4025032725.805058,8865.026754656352,-8.623905639506876,-6.591877088531061,0.5183841556256,NA,-8.623905639506876,-6.591877088531061,SW2,SBP,"-7.61 (-8.62, -6.59)"
factor(state)11,Conditional,6.882158552638502e-6,2.370578016363049,-1.9368423602977358,8868,2.370585586737457,3.1934617548743133e-6,8825595821.95485,882508852817.6282,8865.026754656352,-4.954541303600056,1.0808565830045838,1.5396706098180406,NA,-4.954541303600056,1.0808565830045838,SW2,SBP,"-1.94 (-4.95, 1.08)"
factor(state)12,Conditional,7.021427415908034e-6,0.40419674147234447,-1.408300879248236,8868,0.40420446504250196,1.9108077286297934e-5,246580024.71595538,24649523652.541107,8865.026754656352,-2.6543886802293537,-0.16221307826711873,0.635770764538998,NA,-2.6543886802293537,-0.16221307826711873,SW2,SBP,"-1.41 (-2.65, -0.16)"
factor(state)13,Conditional,2.164339956847199e-6,0.6850139679002596,-2.168759571391036,8868,0.6850163486742121,3.475499463829869e-6,7451354513.576248,745088838623.1602,8865.026754656352,-3.7909377659623917,-0.5465813768196803,0.827657144398701,NA,-3.7909377659623917,-0.5465813768196803,SW2,SBP,"-2.17 (-3.79, -0.55)"
factor(state)14,Conditional,2.3880583436768524e-5,0.6932312474836795,-5.755366219238731,8868,0.6932575161254599,3.789160761971674e-5,62726723.974001154,6268396315.35556,8865.026754656352,-7.387273141021065,-4.123459297456398,0.8326208717810646,NA,-7.387273141021065,-4.123459297456398,SW2,SBP,"-5.76 (-7.39, -4.12)"
factor(state)15,Conditional,3.753264666647718e-6,0.8000029161211815,-8.18080881274457,8868,0.8000070447123148,5.160693472139543e-6,3379611060.7093697,337929714211.8738,8865.026754656352,-9.933861612448439,-6.4277560130407005,0.8944311291051507,NA,-9.933861612448439,-6.4277560130407005,SW2,SBP,"-8.18 (-9.93, -6.43)"
factor(state)16,Conditional,2.374052073937326e-5,0.5315473677045579,-5.690897744974814,8868,0.5315734822773712,4.9126929171542446e-5,37323918.15085999,3729093505.660518,8865.026754656352,-7.119889572686599,-4.261905917263029,0.7290908600972661,NA,-7.119889572686599,-4.261905917263029,SW2,SBP,"-5.69 (-7.12, -4.26)"
factor(state)17,Conditional,1.865035670750322e-6,0.8352802809126237,-3.3949485252599385,8868,0.8352823324518616,2.4561027548653286e-6,14919993875.278439,1491933428646.3684,8865.026754656352,-5.186233729735309,-1.6036633207845676,0.9139378165126233,NA,-5.186233729735309,-1.6036633207845676,SW2,SBP,"-3.39 (-5.19, -1.60)"
factor(state)18,Conditional,1.7471809173357017e-6,0.2813060901065842,-3.795669823473595,8868,0.28130801200559324,6.832009495097704e-6,1928408304.875476,192817117847.70834,8865.026754656352,-4.835204884962327,-2.756134761984863,0.5303847773132193,NA,-4.835204884962327,-2.756134761984863,SW2,SBP,"-3.80 (-4.84, -2.76)"
